ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
11704	"ENSG00000215021.4"	"PHB2"	chr12	-	7079358	7079808	7079358	7079443	7079579	7079808	11704	2,20	88,96	2,2	280,267	197	99	2.28704968297e-08	1.65186487606e-06	0.011,0.095	0.004,0.004	0.049
2223	"ENSG00000213619.5"	"NDUFS3"	chr11	+	47602076	47602536	47602076	47602174	47602386	47602536	2223	75,103	247,182	31,20	222,171	197	99	2.70868255603e-08	1.94009388076e-06	0.132,0.221	0.066,0.056	0.115
10148	"ENSG00000115307.12"	"AUP1"	chr2	-	74754067	74754490	74754067	74754186	74754374	74754490	10148	227,315	435,416	146,96	465,357	197	99	2.99307028051e-08	2.10722926803e-06	0.208,0.276	0.136,0.119	0.114
5170	"ENSG00000161960.10"	"EIF4A1"	chr17	+	7479841	7480483	7479841	7480010	7480373	7480483	5170	115,143	1610,1872	60,39	1667,1505	197	99	3.01536430269e-08	2.10722926803e-06	0.035,0.037	0.018,0.013	0.021
578	"ENSG00000147140.11"	"NONO"	chrX	+	70517685	70518358	70517685	70517788	70518318	70518358	578	320,349	699,439	191,140	684,596	197	99	3.01558115146e-08	2.10722926803e-06	0.187,0.285	0.123,0.106	0.121
1885	"ENSG00000105373.14"	"GLTSCR2"	chr19	+	48259012	48259861	48259012	48259079	48259784	48259861	1885	65,104	343,411	23,17	325,233	197	99	3.46025058606e-08	2.36038522121e-06	0.087,0.113	0.034,0.035	0.066
8674	"ENSG00000077152.5"	"UBE2T"	chr1	-	202302137	202302463	202302137	202302221	202302364	202302463	8674	119,109	414,340	51,35	421,299	197	99	3.43297534844e-08	2.36038522121e-06	0.126,0.139	0.057,0.056	0.076
9630	"ENSG00000167645.12"	"YIF1B"	chr19	-	38798067	38798392	38798067	38798161	38798236	38798392	9630	147,154	356,218	77,42	339,252	173	99	3.41825235894e-08	2.36038522121e-06	0.191,0.288	0.115,0.087	0.138
4775	"ENSG00000147403.12"	"RPL10"	chrX	+	153628143	153628967	153628143	153628282	153628804	153628967	4775	563,709	5994,5327	301,206	5004,3500	197	99	3.55733461577e-08	2.40750323012e-06	0.045,0.063	0.029,0.029	0.025
12695	"ENSG00000198830.6"	"HMGN2"	chr1	+	26799973	26800626	26799973	26800223	26800575	26800626	12695	726,388	2337,1777	432,287	2746,2305	197	99	3.73571804602e-08	2.50847629731e-06	0.135,0.099	0.073,0.059	0.051
12803	"ENSG00000130726.7"	"TRIM28"	chr19	+	59061564	59061770	59061564	59061651	59061743	59061770	12803	60,95	412,754	16,10	374,308	190	99	4.07848990136e-08	2.69673361849e-06	0.071,0.062	0.022,0.017	0.047
3733	"ENSG00000127054.14"	"CPSF3L"	chr1	-	1255835	1256473	1255835	1255909	1256375	1256473	3733	146,146	272,184	66,43	245,181	197	99	4.07882920772e-08	2.69673361849e-06	0.212,0.285	0.119,0.107	0.136
8935	"ENSG00000196352.9"	"CD55"	chr1	+	207510037	207510754	207510037	207510163	207510673	207510754	8935	212,144	850,618	74,42	650,448	197	99	4.14234977431e-08	2.71782414582e-06	0.111,0.105	0.054,0.045	0.058
5217	"ENSG00000170421.7"	"KRT8"	chr12	-	53294371	53295856	53294371	53295003	53295647	53295856	5217	42,44	1363,536	6,6	1073,795	197	99	4.56236878277e-08	2.97072421878e-06	0.015,0.04	0.003,0.004	0.024
10434	"ENSG00000164032.7"	"H2AFZ"	chr4	-	100869244	100870097	100869244	100869680	100870058	100870097	10434	135,556	38,19	191,344	0,0	197	99	4.72895904657e-08	3.05604533874e-06	0.641,0.936	1.0,1.0	-0.212
12505	"ENSG00000063177.8"	"RPL18"	chr19	-	49118622	49119203	49118622	49118738	49119133	49119203	12505	160,251	324,109	43,25	0,0	197	99	4.83912526716e-08	3.10390161726e-06	0.199,0.536	1.0,1.0	-0.632
3524	"ENSG00000108654.7"	"DDX5"	chr17	-	62499956	62500205	62499956	62499986	62500100	62500205	3524	122,50	1337,783	2,3	268,250	197	99	5.35192948847e-08	3.40739510766e-06	0.044,0.031	0.004,0.006	0.033
6350	"ENSG00000185627.13"	"PSMD13"	chr11	+	244040	244469	244040	244216	244425	244469	6350	76,71	439,478	44,29	629,567	197	99	6.0738578278e-08	3.83858882573e-06	0.08,0.069	0.034,0.025	0.045
2354	"ENSG00000011009.6"	"LYPLA2"	chr1	+	24120200	24120397	24120200	24120242	24120349	24120397	2354	5,4	1,2	0,0	21,33	197	99	6.17721450658e-08	3.84733033942e-06	0.715,0.501	0.0,0.0	0.608
2523	"ENSG00000182944.13"	"EWSR1"	chr22	+	29668211	29668420	29668211	29668241	29668368	29668420	2523	30,23	81,132	1,1	66,85	197	99	6.15758339872e-08	3.84733033942e-06	0.157,0.081	0.008,0.006	0.112
4970	"ENSG00000171720.5"	"HDAC3"	chr5	-	141007680	141008206	141007680	141007754	141008125	141008206	4970	48,67	235,170	24,15	249,199	197	99	7.09900648266e-08	4.37682405451e-06	0.093,0.165	0.046,0.036	0.088
8339	"ENSG00000089053.8"	"ANAPC5"	chr12	-	121764898	121766300	121764898	121765034	121766118	121766300	8339	87,99	138,173	45,27	183,146	197	99	7.12920730228e-08	4.37682405451e-06	0.241,0.223	0.11,0.085	0.134
2708	"ENSG00000092841.14"	"MYL6"	chr12	+	56552467	56553514	56552467	56552495	56553370	56553514	2708	143,125	4359,2799	57,35	4405,3271	197	99	8.41081562175e-08	5.12701845879e-06	0.016,0.022	0.006,0.005	0.013
10229	"ENSG00000115211.11"	"EIF2B4"	chr2	-	27592280	27592786	27592280	27592416	27592742	27592786	10229	50,47	157,211	17,11	217,166	197	99	8.55492718888e-08	5.17814078792e-06	0.138,0.101	0.038,0.032	0.085
12467	"ENSG00000166598.8"	"HSP90B1"	chr12	+	104336304	104337097	104336304	104336574	104336851	104337097	12467	65,100	2690,1537	31,17	2362,1689	197	99	9.02512419243e-08	5.42454142895e-06	0.012,0.032	0.007,0.005	0.016
1261	"ENSG00000013306.11"	"SLC25A39"	chr17	-	42397563	42397804	42397563	42397644	42397722	42397804	1261	50,122	358,393	31,19	367,289	176	99	9.08930035681e-08	5.42517615047e-06	0.073,0.149	0.045,0.036	0.07
1010	"ENSG00000140983.9"	"RHOT2"	chr16	+	722253	722566	722253	722384	722488	722566	1010	55,102	52,76	39,23	94,66	197	99	1.06292286084e-07	6.30029494023e-06	0.347,0.403	0.173,0.149	0.214
10204	"ENSG00000123136.10"	"DDX39A"	chr19	-	14523362	14524036	14523362	14523490	14523824	14524036	10204	70,115	95,245	24,13	122,97	197	99	1.07020716844e-07	6.30029494023e-06	0.27,0.191	0.09,0.063	0.154
12755	"ENSG00000169045.13"	"HNRNPH1"	chr5	-	179043126	179044111	179043126	179043219	179043869	179044111	12755	436,360	1166,1018	214,127	993,793	197	99	1.08682783995e-07	6.35461583971e-06	0.158,0.151	0.098,0.074	0.069
11484	"ENSG00000183258.7"	"DDX41"	chr5	-	176940353	176940848	176940353	176940485	176940685	176940848	11484	50,63	144,136	21,9	148,114	197	99	1.12696538435e-07	6.5447753233e-06	0.149,0.189	0.067,0.038	0.116
4457	"ENSG00000198563.9"	"DDX39B"	chr6	-	31500556	31503262	31500556	31500688	31503143	31503262	4457	782,922	219,219	574,440	258,248	197	99	1.2613851097e-07	7.27624497844e-06	0.642,0.679	0.528,0.471	0.161
12546	"ENSG00000166508.13"	"MCM7"	chr7	-	99696645	99697026	99696645	99696826	99696901	99697026	12546	80,131	1164,795	68,56	1344,1215	173	99	1.30943025756e-07	7.45334639982e-06	0.038,0.086	0.028,0.026	0.035
8919	"ENSG00000142541.12"	"RPL13A"	chr19	+	49994096	49994329	49994096	49994121	49994296	49994329	8919	721,347	16611,8086	1,1	476,542	197	99	1.30561335077e-07	7.45334639982e-06	0.021,0.021	0.001,0.001	0.02
2287	"ENSG00000204427.7"	"ABHD16A"	chr6	-	31655817	31656082	31655817	31655880	31656025	31656082	2287	110,105	91,106	62,39	140,102	197	99	1.55457397288e-07	8.79050216902e-06	0.378,0.332	0.182,0.161	0.183
6636	"ENSG00000111665.7"	"CDCA3"	chr12	-	6959630	6960173	6959630	6959760	6959996	6960173	6636	58,73	91,76	18,9	79,57	197	99	1.68813218515e-07	9.48333080481e-06	0.243,0.326	0.103,0.074	0.196
3441	"ENSG00000088247.11"	"KHSRP"	chr19	-	6415226	6415463	6415226	6415312	6415390	6415463	3441	36,44	359,210	5,4	168,193	176	99	1.82099840318e-07	1.01632995294e-05	0.053,0.105	0.016,0.012	0.065
1795	"ENSG00000102103.11"	"PQBP1"	chrX	+	48759509	48760361	48759509	48760072	48760204	48760361	1795	64,67	129,214	22,11	160,120	197	99	1.88812534718e-07	1.04699595865e-05	0.2,0.136	0.065,0.044	0.114
4503	"ENSG00000011304.12"	"PTBP1"	chr19	+	808359	808762	808359	808452	808545	808762	4503	30,42	395,334	12,6	425,326	191	99	1.94788198349e-07	1.07320805437e-05	0.038,0.061	0.014,0.009	0.038
660	"ENSG00000213593.5"	"TMX2"	chr11	+	57506135	57506511	57506135	57506242	57506445	57506511	660	74,80	316,271	38,26	340,301	197	99	2.03707162472e-07	1.1151994022e-05	0.105,0.129	0.053,0.042	0.069
246	"ENSG00000198901.9"	"PRC1"	chr15	-	91524728	91525211	91524728	91524899	91524977	91525211	246	164,182	345,235	77,44	271,223	176	99	2.08458712514e-07	1.1339890089e-05	0.211,0.303	0.138,0.1	0.138
5766	"ENSG00000227057.3"	"WDR46"	chr6	-	33246884	33247387	33246884	33247151	33247273	33247387	5766	29,53	42,79	9,8	67,53	197	99	2.10249104571e-07	1.13653525395e-05	0.258,0.252	0.063,0.071	0.188
4866	"ENSG00000008988.5"	"RPS20"	chr8	-	56986253	56986718	56986253	56986327	56986618	56986718	4866	112,190	4176,3938	45,32	4211,3442	197	99	2.25899109751e-07	1.21350178019e-05	0.013,0.024	0.005,0.005	0.013
3731	"ENSG00000127054.14"	"CPSF3L"	chr1	-	1248414	1248972	1248414	1248504	1248888	1248972	3731	28,48	119,111	12,7	143,105	197	99	2.38312766965e-07	1.27223492675e-05	0.106,0.179	0.04,0.032	0.106
1539	"ENSG00000205250.4"	"E2F4"	chr16	+	67226663	67227073	67226663	67226773	67226911	67227073	1539	108,157	165,163	65,41	190,143	197	99	2.41048827121e-07	1.27889794389e-05	0.248,0.326	0.147,0.126	0.151
9797	"ENSG00000103653.12"	"CSK"	chr15	+	75092752	75093087	75092752	75092846	75093021	75093087	9797	16,27	62,92	10,6	152,136	197	99	2.53077765966e-07	1.33448061256e-05	0.115,0.129	0.032,0.022	0.095
12809	"ENSG00000165688.7"	"PMPCA"	chr9	+	139313318	139313558	139313318	139313370	139313495	139313558	12809	39,14	153,85	0,0	54,66	197	99	2.92198866214e-07	1.53137149702e-05	0.114,0.076	0.0,0.0	0.095
10313	"ENSG00000146826.10"	"C7orf43"	chr7	-	99754122	99754339	99754122	99754172	99754256	99754339	10313	106,54	67,39	2,2	14,18	182	99	3.00295490696e-07	1.56426651063e-05	0.463,0.43	0.072,0.057	0.382
8599	"ENSG00000234741.3"	"GAS5"	chr1	-	173835665	173835934	173835665	173835744	173835898	173835934	8599	756,706	54,33	189,204	0,0	197	99	3.04728801415e-07	1.57779761937e-05	0.876,0.915	1.0,1.0	-0.105
11482	"ENSG00000183258.7"	"DDX41"	chr5	-	176942929	176943194	176942929	176942990	176943119	176943194	11482	47,62	186,162	18,13	184,144	197	99	3.06576184772e-07	1.57785766953e-05	0.113,0.161	0.047,0.043	0.092
11455	"ENSG00000182196.9"	"ARL6IP4"	chr12	+	123466503	123467085	123466503	123466621	123467015	123467085	11455	41,54	702,455	21,13	703,564	197	99	3.39752043388e-07	1.73819572198e-05	0.029,0.056	0.015,0.011	0.03
5218	"ENSG00000170421.7"	"KRT8"	chr12	-	53294371	53295003	53294371	53294467	53294942	53295003	5218	35,36	1102,439	8,4	872,675	197	99	3.4904619417e-07	1.77517872124e-05	0.016,0.04	0.005,0.003	0.024
9894	"ENSG00000171453.13"	"POLR1C"	chr6	+	43487443	43488165	43487443	43487923	43488012	43488165	9894	60,77	144,342	17,10	172,143	187	99	3.57988686361e-07	1.80994868193e-05	0.181,0.107	0.05,0.036	0.101
1384	"ENSG00000109736.10"	"MFSD10"	chr4	-	2933551	2933880	2933551	2933663	2933771	2933880	1384	25,36	20,21	11,8	42,30	197	99	3.91212456097e-07	1.96635734512e-05	0.386,0.463	0.116,0.118	0.307
6590	"ENSG00000092199.13"	"HNRNPC"	chr14	-	21677294	21679725	21677294	21679465	21679564	21679725	6590	81,209	1207,1212	56,50	1082,929	197	99	3.98524186429e-07	1.9914624316e-05	0.033,0.08	0.025,0.026	0.031
9506	"ENSG00000175110.7"	"MRPS22"	chr3	+	139069020	139069902	139069020	139069164	139069818	139069902	9506	36,31	128,176	12,9	194,179	197	99	4.25218662281e-07	2.11257479902e-05	0.124,0.081	0.03,0.025	0.075
4929	"ENSG00000205581.6"	"HMGN1"	chr21	-	40717071	40720265	40717071	40717200	40720217	40720265	4929	329,195	2167,1504	198,123	2411,1841	197	99	4.28925823859e-07	2.11874566441e-05	0.071,0.061	0.04,0.032	0.03
10708	"ENSG00000088986.6"	"DYNLL1"	chr12	+	120933915	120934356	120933915	120934019	120934218	120934356	10708	140,345	1175,910	145,104	1422,1124	197	99	4.58333360265e-07	2.25107156084e-05	0.056,0.16	0.049,0.044	0.061
12626	"ENSG00000164104.7"	"HMGB2"	chr4	-	174254099	174254297	174254099	174254146	174254219	174254297	12626	565,346	3489,1972	3,3	114,110	171	99	4.84889796981e-07	2.36797034378e-05	0.086,0.092	0.015,0.016	0.073
11412	"ENSG00000010256.6"	"UQCRC1"	chr3	-	48638112	48638551	48638112	48638273	48638407	48638551	11412	42,36	395,223	14,9	363,284	197	99	5.33803863001e-07	2.59211536864e-05	0.051,0.075	0.019,0.016	0.045
10733	"ENSG00000075415.8"	"SLC25A3"	chr12	+	98987752	98989626	98987752	98987913	98989504	98989626	10733	84,74	409,321	35,23	391,296	197	99	5.99777920773e-07	2.896118668e-05	0.094,0.104	0.043,0.038	0.059
8350	"ENSG00000185686.13"	"PRAME"	chr22	-	22899231	22900000	22899231	22899506	22899964	22900000	8350	908,1214	102,121	987,816	52,32	197	99	6.21927414013e-07	2.98629392371e-05	0.817,0.834	0.905,0.928	-0.091
12120	"ENSG00000140990.10"	"NDUFB10"	chr16	+	2011497	2011976	2011497	2011637	2011797	2011976	12120	284,293	228,186	170,118	237,180	197	99	6.46763375411e-07	3.08829511759e-05	0.385,0.442	0.265,0.248	0.157
11369	"ENSG00000196365.7"	"LONP1"	chr19	-	5696259	5696768	5696259	5696382	5696680	5696768	11369	19,79	266,209	23,14	356,330	197	99	6.81841539674e-07	3.23780554337e-05	0.035,0.16	0.031,0.021	0.072
6851	"ENSG00000161179.9"	"YDJC"	chr22	-	21983596	21984050	21983596	21983696	21983831	21984050	6851	114,307	20,5	146,125	55,48	197	99	6.86741593925e-07	3.24315604384e-05	0.741,0.969	0.572,0.567	0.286
10145	"ENSG00000115307.12"	"AUP1"	chr2	-	74756258	74756626	74756258	74756409	74756488	74756626	10145	64,71	231,234	21,13	199,155	177	99	7.04840231625e-07	3.31043813706e-05	0.134,0.145	0.056,0.045	0.089
9159	"ENSG00000178719.12"	"GRINA"	chr8	+	145066045	145066541	145066045	145066246	145066412	145066541	9159	80,80	154,146	32,19	154,111	197	99	7.09302865332e-07	3.31329246061e-05	0.207,0.216	0.095,0.079	0.124
6777	"ENSG00000138081.15"	"FBXO11"	chr2	-	48035333	48035580	48035333	48035386	48035467	48035580	6777	69,55	140,96	7,10	67,66	179	99	7.33742718473e-07	3.40892900826e-05	0.214,0.241	0.055,0.077	0.161
8907	"ENSG00000132676.11"	"DAP3"	chr1	+	155698832	155699074	155698832	155698913	155698998	155699074	8907	63,25	445,256	1,2	124,132	183	99	7.66036090116e-07	3.53982806158e-05	0.071,0.05	0.004,0.008	0.054
2077	"ENSG00000156261.8"	"CCT8"	chr21	-	30434664	30434877	30434664	30434736	30434810	30434877	2077	53,95	551,101	14,17	290,475	172	99	7.87243998546e-07	3.5991288125e-05	0.052,0.351	0.027,0.02	0.178
2225	"ENSG00000116670.10"	"MAD2L2"	chr1	-	11740428	11740670	11740428	11740528	11740618	11740670	2225	15,2	31,2	1,1	42,62	188	99	7.84655030839e-07	3.5991288125e-05	0.203,0.345	0.012,0.008	0.264
1584	"ENSG00000182199.6"	"SHMT2"	chr12	+	57627785	57628509	57627785	57627893	57628016	57628509	1584	38,67	356,308	25,13	387,314	197	99	8.13662794696e-07	3.7002284235e-05	0.051,0.099	0.031,0.02	0.049
9733	"ENSG00000184702.13"	"SEPT5"	chr22	+	19709344	19709862	19709344	19709480	19709759	19709862	9733	47,88	192,187	42,24	285,219	197	99	8.5569453312e-07	3.87089184851e-05	0.11,0.191	0.069,0.052	0.09
6542	"ENSG00000143418.15"	"CERS2"	chr1	-	150939231	150939678	150939231	150939338	150939549	150939678	6542	86,103	884,822	40,23	784,580	197	99	9.52480053495e-07	4.28616024073e-05	0.047,0.059	0.025,0.02	0.03
7529	"ENSG00000166986.8"	"MARS"	chr12	+	57905790	57906136	57905790	57905886	57906018	57906136	7529	47,82	189,179	30,21	221,189	197	99	1.02778821198e-06	4.60095816769e-05	0.111,0.187	0.064,0.053	0.09
9997	"ENSG00000165283.11"	"STOML2"	chr9	-	35100594	35101008	35100594	35100723	35100928	35101008	9997	30,40	267,269	13,7	313,254	197	99	1.17681422673e-06	5.24078667292e-05	0.053,0.07	0.02,0.014	0.044
2598	"ENSG00000122952.12"	"ZWINT"	chr10	-	58119447	58120144	58119447	58119614	58119778	58120144	2598	167,183	234,224	89,67	243,189	197	99	1.25061240031e-06	5.54072864983e-05	0.264,0.291	0.155,0.151	0.124
10730	"ENSG00000075415.8"	"SLC25A3"	chr12	+	98987463	98987913	98987463	98987518	98987752	98987913	10730	274,124	619,285	2,2	41,37	197	99	1.31980549911e-06	5.81729654608e-05	0.182,0.179	0.024,0.026	0.155
3881	"ENSG00000130935.5"	"NOL11"	chr17	+	65733623	65734088	65733623	65733808	65733962	65734088	3881	32,33	95,130	7,7	121,95	197	99	1.42229180766e-06	6.23703984022e-05	0.145,0.113	0.028,0.036	0.097
6467	"ENSG00000169727.8"	"GPS1"	chr17	+	80014161	80014426	80014161	80014267	80014345	80014426	6467	26,39	176,155	16,8	239,193	176	99	1.44677954017e-06	6.31221834912e-05	0.077,0.124	0.036,0.023	0.071
6510	"ENSG00000198728.6"	"LDB1"	chr10	-	103870825	103871074	103870825	103870901	103871012	103871074	6510	33,33	354,322	12,8	421,329	197	99	1.49727301724e-06	6.49952605211e-05	0.045,0.049	0.014,0.012	0.034
7936	"ENSG00000185787.10"	"MORF4L1"	chr15	+	79183330	79183914	79183330	79183356	79183825	79183914	7936	30,34	282,245	7,4	243,186	197	99	1.60322949705e-06	6.92450126992e-05	0.051,0.065	0.014,0.011	0.045
4474	"ENSG00000175634.10"	"RPS6KB2"	chr11	+	67200596	67200918	67200596	67200687	67200810	67200918	4474	71,71	179,110	30,19	155,122	197	99	1.66250619937e-06	7.14462039179e-05	0.166,0.245	0.089,0.073	0.125
12562	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31604509	31604913	31604509	31604722	31604818	31604913	12562	50,94	167,301	26,15	224,146	194	99	1.73699990691e-06	7.42761900492e-05	0.133,0.137	0.056,0.05	0.082
787	"ENSG00000071894.10"	"CPSF1"	chr8	-	145620312	145620550	145620312	145620397	145620479	145620550	787	132,158	285,236	71,46	263,194	180	99	1.78656473337e-06	7.60174449669e-05	0.203,0.269	0.129,0.115	0.114
3108	"ENSG00000166333.9"	"ILK"	chr11	+	6629923	6630387	6629923	6630198	6630301	6630387	3108	91,89	86,102	36,19	91,67	197	99	1.8351311748e-06	7.76992731399e-05	0.347,0.305	0.166,0.125	0.18
9969	"ENSG00000143774.12"	"GUK1"	chr1	+	228335106	228335400	228335106	228335245	228335315	228335400	9969	32,73	405,457	18,11	419,312	168	99	1.89407412265e-06	7.98017994322e-05	0.044,0.086	0.025,0.02	0.043
2173	"ENSG00000175166.12"	"PSMD2"	chr3	+	184021107	184021537	184021107	184021254	184021430	184021537	2173	40,33	247,284	11,6	263,209	197	99	1.97066363627e-06	8.26236778231e-05	0.075,0.055	0.021,0.014	0.048
7580	"ENSG00000041357.11"	"PSMA4"	chr15	+	78834518	78834987	78834518	78834561	78834824	78834987	7580	24,22	240,318	8,6	395,348	197	99	2.01677792311e-06	8.41466322773e-05	0.048,0.034	0.01,0.009	0.032
11375	"ENSG00000127837.5"	"AAMP"	chr2	-	219130301	219130669	219130301	219130405	219130553	219130669	11375	54,77	52,92	25,10	71,51	197	99	2.36915544283e-06	9.83714542566e-05	0.343,0.296	0.15,0.09	0.2
11398	"ENSG00000168488.14"	"ATXN2L"	chr16	+	28846598	28847079	28846598	28846720	28846866	28847079	11398	63,91	46,53	23,13	51,28	197	99	2.60427780019e-06	0.000107614267753	0.408,0.463	0.185,0.189	0.248
6657	"ENSG00000068438.10"	"FTSJ1"	chrX	+	48336348	48336906	48336348	48336556	48336836	48336906	6657	38,35	87,69	17,9	112,82	197	99	2.73610915114e-06	0.000112520852412	0.18,0.203	0.071,0.052	0.13
12565	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31605010	31605548	31605010	31605101	31605222	31605548	12565	76,165	207,373	39,18	200,138	197	99	2.76834139579e-06	0.000113304258556	0.156,0.182	0.089,0.062	0.093
7519	"ENSG00000166986.8"	"MARS"	chr12	+	57909702	57910120	57909702	57909774	57910027	57910120	7519	148,224	324,309	109,77	359,304	197	99	2.9074278266e-06	0.000118432901278	0.187,0.267	0.132,0.113	0.105
5175	"ENSG00000161960.10"	"EIF4A1"	chr17	+	7481506	7481719	7481506	7481562	7481659	7481719	5175	371,171	6328,3158	5,5	320,433	195	99	3.02567295907e-06	0.000122668203223	0.029,0.027	0.008,0.006	0.021
406	"ENSG00000204463.8"	"BAG6"	chr6	-	31608250	31608481	31608250	31608305	31608421	31608481	406	30,29	366,73	5,5	162,180	197	99	3.25482538499e-06	0.000131339080676	0.04,0.166	0.015,0.014	0.089
11816	"ENSG00000179115.6"	"FARSA"	chr19	-	13035452	13035817	13035452	13035621	13035717	13035817	11816	25,24	290,300	7,6	388,292	194	99	3.51589208158e-06	0.000140553918331	0.042,0.039	0.009,0.01	0.031
12883	"ENSG00000073584.14"	"SMARCE1"	chr17	-	38787843	38788619	38787843	38787945	38788446	38788619	12883	32,38	193,183	12,7	209,161	197	99	3.51346077743e-06	0.000140553918331	0.077,0.094	0.028,0.021	0.061
11266	"ENSG00000030066.9"	"NUP160"	chr11	-	47833615	47833981	47833615	47833776	47833853	47833981	11266	5,61	130,134	5,2	150,126	175	99	3.70217880297e-06	0.000147315864868	0.021,0.205	0.019,0.009	0.099
7814	"ENSG00000156482.6"	"RPL30"	chr8	-	99057170	99057627	99057170	99057316	99057574	99057627	7814	54,466	7004,7870	68,31	8457,6723	197	99	3.73107285712e-06	0.000147781434133	0.004,0.029	0.004,0.002	0.014
9326	"ENSG00000007202.10"	"KIAA0100"	chr17	-	26966592	26967043	26966592	26966660	26966918	26967043	9326	84,74	119,81	37,23	113,84	197	99	3.8119914556e-06	0.000150293883307	0.262,0.315	0.141,0.121	0.157
11795	"ENSG00000125755.14"	"SYMPK"	chr19	-	46331094	46332463	46331094	46331176	46332227	46332463	11795	44,32	35,29	14,11	48,36	197	99	3.84062489101e-06	0.000150731374147	0.387,0.357	0.128,0.133	0.241
12725	"ENSG00000149480.2"	"MTA2"	chr11	-	62364787	62365184	62364787	62364887	62365081	62365184	12725	54,70	159,212	19,12	147,126	197	99	4.07411219394e-06	0.000159168155941	0.146,0.142	0.061,0.046	0.09
12839	"ENSG00000168906.8"	"MAT2A"	chr2	+	85769277	85769870	85769277	85769496	85769687	85769870	12839	376,158	598,510	187,133	795,687	197	99	4.21629681102e-06	0.000163977697243	0.24,0.135	0.106,0.089	0.09
1320	"ENSG00000139613.7"	"SMARCC2"	chr12	-	56574760	56575381	56574760	56574885	56575265	56575381	1320	91,64	245,190	46,29	294,199	197	99	4.3129795223e-06	0.000166982247721	0.157,0.145	0.073,0.068	0.08
1259	"ENSG00000013306.11"	"SLC25A39"	chr17	-	42398425	42398926	42398425	42398599	42398801	42398926	1259	174,277	288,384	121,74	334,233	197	99	4.38156935145e-06	0.000168877078815	0.233,0.266	0.154,0.138	0.103
12434	"ENSG00000004534.10"	"RBM6"	chr3	+	50098894	50099541	50098894	50098980	50099394	50099541	12434	128,128	110,87	85,58	133,110	197	99	4.57765965856e-06	0.000175647253417	0.369,0.425	0.243,0.209	0.171
10348	"ENSG00000187091.9"	"PLCD1"	chr3	-	38051394	38051766	38051394	38051544	38051621	38051766	10348	88,67	257,102	53,36	262,237	175	99	4.85333084954e-06	0.000185397238452	0.162,0.271	0.103,0.079	0.126
10212	"ENSG00000155366.12"	"RHOC"	chr1	-	113245184	113245741	113245184	113245315	113245620	113245741	10212	34,55	685,596	19,12	728,552	197	99	4.89821678051e-06	0.000186283952338	0.024,0.044	0.013,0.011	0.022
