Gene	Ensembl_Gene_ID	Chromosome	Gene_start	Gene_end
KDM1A	ENSG00000004487	1	23019443	23083689
MIR3115	ENSG00000263793	1	23044305	23044372
LUZP1	ENSG00000169641	1	23084030	23177808
RNU6-514P	ENSG00000206935	1	23162704	23162810
RNU6-135P	ENSG00000252578	1	23163953	23164053
HTR1D	ENSG00000179546	1	23191895	23217502
LINC01355	ENSG00000261326	1	23281307	23287488
HNRNPR	ENSG00000125944	1	23303771	23344336
ZNF436	ENSG00000125945	1	23359448	23369836
ZNF436-AS1	ENSG00000249087	1	23368939	23371839
Y_RNA	ENSG00000201405	1	23370254	23370346
TCEA3	ENSG00000204219	1	23380909	23424748
ASAP3	ENSG00000088280	1	23428563	23484568
E2F2	ENSG00000007968	1	23506438	23531233
ID3	ENSG00000117318	1	23557926	23559501
MDS2	ENSG00000197880	1	23581495	23640568
EEF1A1P48	ENSG00000229239	1	23670294	23680259
RPL11	ENSG00000142676	1	23691742	23696835
ELOA-AS1	ENSG00000236810	1	23706901	23778325
ELOA	ENSG00000011007	1	23743448	23762059
PITHD1	ENSG00000057757	1	23778418	23788232
LYPLA2	ENSG00000011009	1	23791145	23795539
GALE	ENSG00000117308	1	23795599	23800781
HMGCL	ENSG00000117305	1	23801885	23838620
FUCA1	ENSG00000179163	1	23845077	23868290
CNR2	ENSG00000188822	1	23870515	23913362
BTBD6P1	ENSG00000229106	1	23901471	23902737
MIR378F	ENSG00000264926	1	23929070	23929147
H3P1	ENSG00000230228	1	23949016	23949383
PNRC2	ENSG00000189266	1	23956839	23963462
SRSF10	ENSG00000188529	1	23964347	23980927
RPL36P5	ENSG00000215905	1	24007881	24008519
MYOM3	ENSG00000142661	1	24056035	24112135
MYOM3-AS1	ENSG00000230703	1	24066774	24083565
IL22RA1	ENSG00000142677	1	24119771	24143140
IFNLR1	ENSG00000185436	1	24154168	24187959
GRHL3	ENSG00000158055	1	24199558	24364482
LINC02800	ENSG00000230023	1	24200240	24211693
GRHL3-AS1	ENSG00000232298	1	24307556	24321901
STPG1	ENSG00000001460	1	24356999	24416934
NIPAL3	ENSG00000001461	1	24415802	24472976
RCAN3AS	ENSG00000286061	1	24496254	24535400
RCAN3	ENSG00000117602	1	24502351	24541040
NCMAP-DT	ENSG00000264443	1	24538802	24556024
NCMAP	ENSG00000184454	1	24556087	24609328
Y_RNA	ENSG00000239106	1	24625411	24625513
SRRM1	ENSG00000133226	1	24631716	24673281
CLIC4	ENSG00000169504	1	24745382	24844321
RNU6-1208P	ENSG00000238482	1	24777873	24777979
RUNX3	ENSG00000020633	1	24899511	24965121
MIR6731	ENSG00000278034	1	24919345	24919416
RUNX3-AS1	ENSG00000229162	1	24961345	24963097
MIR4425	ENSG00000264371	1	25023503	25023586
LINC02793	ENSG00000285823	1	25041136	25047404
IFITM3P7	ENSG00000233419	1	25125053	25125454
SYF2	ENSG00000117614	1	25222276	25232502
RSRP1	ENSG00000117616	1	25242249	25338213
RHD	ENSG00000187010	1	25272393	25330445
SDHDP6	ENSG00000224183	1	25294164	25294643
TMEM50A	ENSG00000183726	1	25338317	25362361
RHCE	ENSG00000188672	1	25362249	25430192
MACO1	ENSG00000204178	1	25430858	25500209
LDLRAP1	ENSG00000157978	1	25543606	25568886
MAN1C1	ENSG00000117643	1	25616791	25786206
SELENON	ENSG00000162430	1	25800193	25818221
MTFR1L	ENSG00000117640	1	25818640	25832942
AUNIP	ENSG00000127423	1	25831913	25859458
PAQR7	ENSG00000182749	1	25861484	25875708
Y_RNA	ENSG00000207302	1	25877496	25877605
STMN1	ENSG00000117632	1	25884181	25906991
SNRPFP2	ENSG00000229786	1	25887360	25887610
MIR3917	ENSG00000283938	1	25906362	25906454
PAFAH2	ENSG00000158006	1	25959767	25998117
RNU6-110P	ENSG00000207237	1	25964197	25964300
EXTL1	ENSG00000158008	1	26019884	26036464
SLC30A2	ENSG00000158014	1	26037252	26046118
TRIM63	ENSG00000158022	1	26051301	26068436
PDIK1L	ENSG00000175087	1	26111165	26125555
FAM110D	ENSG00000197245	1	26159079	26163962
C1orf232	ENSG00000282872	1	26164101	26168963
ZNF593OS	ENSG00000236782	1	26169516	26171832
ZNF593	ENSG00000142684	1	26169908	26170873
CNKSR1	ENSG00000142675	1	26177484	26189884
CATSPER4	ENSG00000188782	1	26190561	26202968
ZPLD2P	ENSG00000236155	1	26209741	26229844
CEP85	ENSG00000130695	1	26234200	26278808
SH3BGRL3	ENSG00000142669	1	26280086	26281522
UBXN11	ENSG00000158062	1	26281328	26318363
CD52	ENSG00000169442	1	26317958	26320523
CRYBG2	ENSG00000176092	1	26321698	26360080
ZNF683	ENSG00000176083	1	26361634	26374522
LIN28A	ENSG00000131914	1	26410817	26429728
DHDDS	ENSG00000117682	1	26432282	26471306
DHDDS-AS1	ENSG00000225891	1	26462756	26468014
HMGN2	ENSG00000198830	1	26472440	26476642
DPPA2P2	ENSG00000224129	1	26519354	26520250
RPS6KA1	ENSG00000117676	1	26529761	26575030
MIR1976	ENSG00000238705	1	26554542	26554593
RN7SL679P	ENSG00000243905	1	26593243	26593546
Y_RNA	ENSG00000252802	1	26593940	26594041
RNU7-29P	ENSG00000252429	1	26602369	26602432
ARID1A	ENSG00000117713	1	26693236	26782104
PIGV	ENSG00000060642	1	26787054	26800659
RN7SL165P	ENSG00000241188	1	26814822	26815112
ZDHHC18	ENSG00000204160	1	26826688	26857604
SFN	ENSG00000175793	1	26863149	26864456
GPN2	ENSG00000142751	1	26876132	26890283
GPATCH3	ENSG00000198746	1	26890488	26900467
NUDC	ENSG00000090273	1	26900238	26946871
NR0B2	ENSG00000131910	1	26911489	26913975
KDF1	ENSG00000175707	1	26949562	26960468
RPL12P13	ENSG00000172746	1	26980165	26980975
RPL32P6	ENSG00000224064	1	26983628	26984024
OSTCP2	ENSG00000225294	1	26985897	26986340
TRNP1	ENSG00000253368	1	26993692	27000886
TENT5B	ENSG00000158246	1	27005020	27012850
SLC9A1	ENSG00000090020	1	27098809	27166981
CHCHD3P3	ENSG00000214973	1	27200834	27201473
NPM1P39	ENSG00000225159	1	27206930	27207796
SNRPEP7	ENSG00000225990	1	27211265	27211484
WDTC1-DT	ENSG00000224311	1	27229106	27234352
WDTC1	ENSG00000142784	1	27234632	27308636
Y_RNA	ENSG00000252098	1	27255464	27255567
TMEM222	ENSG00000186501	1	27322145	27336400
RNU6-48P	ENSG00000206888	1	27325219	27325325
ACTG1P20	ENSG00000241547	1	27325329	27325796
SYTL1	ENSG00000142765	1	27342020	27353937
MAP3K6	ENSG00000142733	1	27355184	27366961
FCN3	ENSG00000142748	1	27369110	27374824
CD164L2	ENSG00000174950	1	27379176	27383333
GPR3	ENSG00000181773	1	27392622	27395814
WASF2	ENSG00000158195	1	27404230	27490167
AHDC1	ENSG00000126705	1	27534035	27604431
FGR	ENSG00000000938	1	27612064	27635185
LINC02574	ENSG00000233975	1	27660328	27666279
IFI6	ENSG00000126709	1	27666064	27672212
RNU6-949P	ENSG00000206767	1	27675603	27675709
CHMP1AP1	ENSG00000226662	1	27686810	27687471
RNU6-424P	ENSG00000207095	1	27693731	27693835
FAM76A	ENSG00000009780	1	27725961	27763116
RPEP3	ENSG00000230833	1	27739954	27740629
STX12	ENSG00000117758	1	27773219	27824443
RNU6-1245P	ENSG00000223062	1	27824538	27824643
PPP1R8	ENSG00000117751	1	27830782	27851676
SCARNA1	ENSG00000252947	1	27834401	27834566
THEMIS2	ENSG00000130775	1	27872543	27886685
RPA2	ENSG00000117748	1	27891524	27914746
SMPDL3B	ENSG00000130768	1	27935000	27959157
XKR8	ENSG00000158156	1	27959588	27968093
EYA3	ENSG00000158161	1	27970344	28088637
RN7SL559P	ENSG00000240750	1	28031884	28032180
SPCS2P4	ENSG00000228589	1	28095742	28096422
RNU6-176P	ENSG00000253005	1	28142737	28142841
PTAFR	ENSG00000169403	1	28147166	28193936
DNAJC8	ENSG00000126698	1	28199456	28233029
ATP5IF1	ENSG00000130770	1	28236109	28246906
SESN2	ENSG00000130766	1	28259518	28282491
MED18	ENSG00000130772	1	28329002	28335965
PHACTR4	ENSG00000204138	1	28369582	28500364
Y_RNA	ENSG00000206779	1	28422555	28422655
RNU6ATAC27P	ENSG00000221216	1	28481362	28481480
RCC1	ENSG00000180198	1	28505943	28539300
SNHG3	ENSG00000242125	1	28505980	28510892
SNORA73A	ENSG00000274266	1	28507366	28507571
SNORA73B	ENSG00000200087	1	28508559	28508762
PRDX3P2	ENSG00000231468	1	28526318	28527227
TRNAU1AP	ENSG00000180098	1	28553085	28578545
SNHG12	ENSG00000197989	1	28578538	28583132
SNORD99	ENSG00000221539	1	28578749	28578822
SNORA61	ENSG00000278274	1	28579764	28579893
SNORA44	ENSG00000273544	1	28580381	28580512
SNORA16A	ENSG00000280498	1	28580920	28581054
SNORA16A	ENSG00000274582	1	28580920	28581056
TAF12	ENSG00000120656	1	28587829	28648291
RAB42	ENSG00000188060	1	28592200	28595449
TAF12-DT	ENSG00000229388	1	28643228	28648581
RNU11	ENSG00000274978	1	28648600	28648733
GMEB1	ENSG00000162419	1	28668778	28719353
YTHDF2	ENSG00000198492	1	28736621	28769775
OPRD1	ENSG00000116329	1	28812170	28871267
Y_RNA	ENSG00000199756	1	28881726	28881835
EPB41	ENSG00000159023	1	28887091	29120046
Y_RNA	ENSG00000206704	1	28985710	28985810
Metazoa_SRP	ENSG00000277958	1	29041199	29041480
TMEM200B	ENSG00000253304	1	29119429	29123903
SRSF4	ENSG00000116350	1	29147743	29181900
MECR	ENSG00000116353	1	29192657	29230942
PTPRU	ENSG00000060656	1	29236516	29326813
LINC01756	ENSG00000230523	1	29329620	29350114
LINC01648	ENSG00000233399	1	30013952	30037612
MATN1	ENSG00000162510	1	30711277	30723585
MATN1-AS1	ENSG00000186056	1	30718504	30726827
LAPTM5	ENSG00000162511	1	30732469	30757774
MIR4420	ENSG00000264773	1	30739156	30739232
LINC01778	ENSG00000223382	1	30824217	30834864
RN7SKP91	ENSG00000222784	1	30843823	30844110
SDC3	ENSG00000162512	1	30869466	30908758
RN7SL371P	ENSG00000266210	1	30918469	30918735
PUM1	ENSG00000134644	1	30931506	31065991
SELENOWP1	ENSG00000215900	1	31094987	31095558
NKAIN1	ENSG00000084628	1	31179745	31239887
SNRNP40	ENSG00000060688	1	31259568	31296788
ZCCHC17	ENSG00000121766	1	31296982	31364953
FABP3	ENSG00000121769	1	31365253	31376850
SERINC2	ENSG00000168528	1	31409565	31434680
EEF1A1P46	ENSG00000215899	1	31487589	31488930
RNU6-40P	ENSG00000206981	1	31497577	31497683
LDC1P	ENSG00000260386	1	31500085	31509648
Y_RNA	ENSG00000265961	1	31503631	31503744
LINC01226	ENSG00000284543	1	31506226	31583306
TINAGL1	ENSG00000142910	1	31576485	31587686
HCRTR1	ENSG00000121764	1	31617686	31632518
PEF1	ENSG00000162517	1	31629866	31644896
PEF1-AS1	ENSG00000235790	1	31644049	31660162
COL16A1	ENSG00000084636	1	31652263	31704319
ADGRB2	ENSG00000121753	1	31727117	31764893
MIR4254	ENSG00000266580	1	31758660	31758735
SPOCD1	ENSG00000134668	1	31790422	31816022
PTP4A2	ENSG00000184007	1	31906421	31944856
KHDRBS1	ENSG00000121774	1	32013868	32060850
TMEM39B	ENSG00000121775	1	32072031	32102866
MIR5585	ENSG00000266203	1	32086949	32087007
Metazoa_SRP	ENSG00000276493	1	32087523	32087813
KPNA6	ENSG00000025800	1	32108056	32176563
TXLNA	ENSG00000084652	1	32179675	32198285
CCDC28B	ENSG00000160050	1	32200595	32205453
IQCC	ENSG00000160051	1	32205671	32208682
DCDC2B	ENSG00000222046	1	32209089	32216192
TMEM234	ENSG00000160055	1	32214472	32222359
EIF3I	ENSG00000084623	1	32221077	32245397
MTMR9LP	ENSG00000220785	1	32231847	32241592
FAM167B	ENSG00000183615	1	32247222	32248856
LCK	ENSG00000182866	1	32251244	32286165
Metazoa_SRP	ENSG00000277617	1	32269338	32269597
Y_RNA	ENSG00000252450	1	32286452	32286561
HDAC1	ENSG00000116478	1	32292083	32333635
MARCKSL1	ENSG00000175130	1	32333839	32336233
TSSK3	ENSG00000162526	1	32351521	32364312
FAM229A	ENSG00000225828	1	32361270	32364278
BSDC1	ENSG00000160058	1	32364633	32394731
GAPDHP20	ENSG00000224333	1	32402109	32403115
LRRC37A12P	ENSG00000229259	1	32423214	32426789
RN7SL122P	ENSG00000263529	1	32457835	32458135
ZBTB8B	ENSG00000273274	1	32465072	32496686
ZBTB8A	ENSG00000160062	1	32539427	32605941
ZBTB8OS	ENSG00000176261	1	32600172	32650903
Y_RNA	ENSG00000200591	1	32639951	32640052
RBBP4	ENSG00000162521	1	32651142	32686211
SYNC	ENSG00000162520	1	32679906	32703596
KIAA1522	ENSG00000162522	1	32741830	32774970
YARS1	ENSG00000134684	1	32775237	32818031
S100PBP	ENSG00000116497	1	32816767	32858875
FNDC5	ENSG00000160097	1	32862268	32872482
HPCA	ENSG00000121905	1	32885994	32898441
TMEM54	ENSG00000121900	1	32894594	32901438
RNF19B	ENSG00000116514	1	32936445	32964809
AK2	ENSG00000004455	1	33007986	33080996
Metazoa_SRP	ENSG00000276645	1	33029232	33029576
AZIN2	ENSG00000142920	1	33081104	33123492
TRIM62	ENSG00000116525	1	33145399	33182059
ZNF362	ENSG00000160094	1	33256492	33300719
A3GALT2	ENSG00000184389	1	33306766	33321098
PHC2	ENSG00000134686	1	33323623	33431095
MIR3605	ENSG00000284154	1	33332393	33332492
RN7SKP16	ENSG00000222112	1	33336566	33336864
PHC2-AS1	ENSG00000233246	1	33350352	33363245
TLR12P	ENSG00000234512	1	33466249	33468954
ZSCAN20	ENSG00000121903	1	33472645	33501643
CSMD2	ENSG00000121904	1	33513998	34165842
HSPD1P14	ENSG00000227000	1	33838523	33840140
HMGB4	ENSG00000176256	1	33860475	33864791
CSMD2-AS1	ENSG00000231163	1	33868953	33893726
RNA5SP42	ENSG00000201148	1	34112949	34113063
C1orf94	ENSG00000142698	1	34166883	34219131
MIR552	ENSG00000207941	1	34669599	34669694
SMIM12	ENSG00000163866	1	34712737	34859755
GJB5	ENSG00000189280	1	34755047	34758512
GJB4	ENSG00000189433	1	34759740	34762327
GJB3	ENSG00000188910	1	34781214	34786369
GJA4	ENSG00000187513	1	34792999	34795747
DLGAP3	ENSG00000116544	1	34865436	34929650
GPR199P	ENSG00000241014	1	34975699	34978706
TMEM35B	ENSG00000243749	1	34981380	34985347
ZMYM6	ENSG00000163867	1	34986165	35031945
ZMYM1	ENSG00000197056	1	35032172	35115859
RPL12P45	ENSG00000233940	1	35053468	35059271
EFCAB14P1	ENSG00000228348	1	35122022	35122484
SFPQ	ENSG00000116560	1	35176378	35193446
Y_RNA	ENSG00000201868	1	35195969	35196062
ZMYM4	ENSG00000146463	1	35268709	35422058
RN7SL503P	ENSG00000240374	1	35292196	35292498
SNORA62	ENSG00000201542	1	35310274	35310425
RPL5P4	ENSG00000229994	1	35350722	35351607
ZMYM4-AS1	ENSG00000227409	1	35358822	35366077
KIAA0319L	ENSG00000142687	1	35393883	35557950
Metazoa_SRP	ENSG00000278702	1	35399997	35400319
NCDN	ENSG00000020129	1	35557473	35567274
TFAP2E-AS1	ENSG00000239636	1	35569807	35577779
TFAP2E	ENSG00000116819	1	35573314	35595328
PSMB2	ENSG00000126067	1	35599541	35641526
C1orf216	ENSG00000142686	1	35713877	35718894
CLSPN	ENSG00000092853	1	35720218	35769978
AGO4	ENSG00000134698	1	35808016	35857890
AGO1	ENSG00000092847	1	35869808	35930532
CFAP97P1	ENSG00000271164	1	35873270	35873752
AGO3	ENSG00000126070	1	35930718	36072500
TEKT2	ENSG00000092850	1	36084094	36088275
ADPRS	ENSG00000116863	1	36088892	36093932
COL8A2	ENSG00000171812	1	36095239	36125222
TRAPPC3	ENSG00000054116	1	36136570	36156053
MAP7D1	ENSG00000116871	1	36155579	36180849
RN7SL131P	ENSG00000264592	1	36191915	36192170
THRAP3	ENSG00000054118	1	36224432	36305357
UBE2V2P4	ENSG00000231849	1	36241898	36242156
SH3D21	ENSG00000214193	1	36306368	36329340
EVA1B	ENSG00000142694	1	36322030	36324154
STK40	ENSG00000196182	1	36339624	36385924
LSM10	ENSG00000181817	1	36391238	36397908
RNU4-27P	ENSG00000222821	1	36402721	36402859
OSCP1	ENSG00000116885	1	36415827	36450451
SNORA63C	ENSG00000201448	1	36418450	36418578
MRPS15	ENSG00000116898	1	36455718	36464384
CSF3R	ENSG00000119535	1	36466043	36483278
FTLP18	ENSG00000230214	1	36630335	36630857
GRIK3	ENSG00000163873	1	36795527	37034515
MIR4255	ENSG00000264698	1	37161563	37161634
RNU6-636P	ENSG00000207328	1	37203610	37203716
RNA5SP43	ENSG00000252368	1	37264677	37264786
RPS29P6	ENSG00000230451	1	37330852	37330996
ZC3H12A-DT	ENSG00000233621	1	37350934	37474432
ZC3H12A	ENSG00000163874	1	37474580	37484377
MIR6732	ENSG00000283724	1	37480230	37480289
MEAF6	ENSG00000163875	1	37489993	37514766
MIR5581	ENSG00000263675	1	37500935	37500994
SNIP1	ENSG00000163877	1	37534449	37554293
FTH1P1	ENSG00000232273	1	37544763	37545294
DNALI1	ENSG00000163879	1	37556919	37566857
GNL2	ENSG00000134697	1	37566816	37595937
RSPO1	ENSG00000169218	1	37611350	37634892
C1orf109	ENSG00000116922	1	37681570	37692249
CDCA8	ENSG00000134690	1	37692481	37709719
EPHA10	ENSG00000183317	1	37713880	37765133
Y_RNA	ENSG00000200421	1	37737955	37738054
ACTN4P2	ENSG00000214141	1	37776670	37779418
MANEAL	ENSG00000185090	1	37793847	37801137
YRDC	ENSG00000196449	1	37802945	37808208
C1orf122	ENSG00000197982	1	37806979	37809454
MTF1	ENSG00000188786	1	37809574	37859592
INPP5B	ENSG00000204084	1	37860697	37947057
SNORA63	ENSG00000252448	1	37884237	37884317
RNU6-584P	ENSG00000222282	1	37885023	37885117
Metazoa_SRP	ENSG00000277168	1	37953508	37953780
SF3A3	ENSG00000183431	1	37956975	37990075
RNU6-510P	ENSG00000212541	1	37991462	37991569
FHL3	ENSG00000183386	1	37996770	38005606
UTP11	ENSG00000183520	1	38009258	38024820
POU3F1	ENSG00000185668	1	38043829	38046793
MIR3659HG	ENSG00000224592	1	38047314	38119025
MIR3659	ENSG00000265596	1	38089231	38089329
LINC02786	ENSG00000284623	1	38129464	38140593
LINC01343	ENSG00000237290	1	38209034	38214806
RNU6-753P	ENSG00000200796	1	38396659	38396765
LINC01685	ENSG00000238063	1	38474825	38516520
HSPA5P1	ENSG00000215895	1	38708931	38710890
RRAGC	ENSG00000116954	1	38838198	38859772
RRAGC-DT	ENSG00000228436	1	38859912	38965038
MYCBP	ENSG00000214114	1	38862493	38873368
GJA9	ENSG00000131233	1	38874069	38881587
RHBDL2	ENSG00000158315	1	38885807	38941830
RNU6-605P	ENSG00000199963	1	38926870	38926977
Y_RNA	ENSG00000207466	1	38950825	38950925
EIF1P2	ENSG00000235549	1	38958275	38958925
AKIRIN1	ENSG00000174574	1	38991276	39006059
NDUFS5	ENSG00000168653	1	39026318	39034636
MACF1	ENSG00000127603	1	39081316	39487177
RNU6-608P	ENSG00000206654	1	39120940	39121043
RNA5SP44	ENSG00000222378	1	39154164	39154296
HSPE1P8	ENSG00000217897	1	39304294	39304898
BMP8A	ENSG00000183682	1	39491636	39529869
OXCT2P1	ENSG00000237624	1	39514956	39516490
PPIEL	ENSG00000291129	1	39522280	39559698
PPIEL	ENSG00000243970	1	39531838	39558707
PABPC4	ENSG00000090621	1	39560709	39576790
PABPC4-AS1	ENSG00000228060	1	39565052	39573860
SNORA55	ENSG00000201457	1	39567374	39567508
HEYL	ENSG00000163909	1	39623435	39639643
NT5C1A	ENSG00000116981	1	39651229	39672107
HPCAL4	ENSG00000116983	1	39678648	39691485
PPIE	ENSG00000084072	1	39692182	39763914
RNU7-121P	ENSG00000252413	1	39723566	39723627
BMP8B	ENSG00000116985	1	39757182	39788865
OXCT2	ENSG00000198754	1	39769523	39771348
BMP8B-AS1	ENSG00000285905	1	39779969	39781418
LINC02811	ENSG00000284678	1	39801414	39817460
TRIT1	ENSG00000043514	1	39838110	39883511
Y_RNA	ENSG00000202222	1	39881566	39881678
MYCL	ENSG00000116990	1	39895426	39902256
MYCL-AS1	ENSG00000236546	1	39897745	39899098
Y_RNA	ENSG00000207356	1	39944890	39944998
MFSD2A	ENSG00000168389	1	39955112	39969968
CAP1	ENSG00000131236	1	40040233	40072649
PPT1	ENSG00000131238	1	40072710	40097260
OAZ1P1	ENSG00000226745	1	40132764	40133448
RLF	ENSG00000117000	1	40161387	40240921
RNU6-1237P	ENSG00000207508	1	40177843	40177949
TMCO2	ENSG00000188800	1	40245947	40251684
ZMPSTE24-DT	ENSG00000259943	1	40256333	40257971
ZMPSTE24	ENSG00000084073	1	40258041	40294180
COL9A2	ENSG00000049089	1	40300489	40317813
SMAP2	ENSG00000084070	1	40344850	40423326
ZFP69B	ENSG00000187801	1	40450102	40463718
ZFP69	ENSG00000187815	1	40477290	40496343
EXO5-DT	ENSG00000238287	1	40493157	40508661
EXO5	ENSG00000164002	1	40508741	40516038
ZNF684	ENSG00000117010	1	40531573	40548167
GTF2F2P2	ENSG00000233910	1	40593633	40594353
RIMS3	ENSG00000117016	1	40620680	40665682
NFYC-AS1	ENSG00000272145	1	40690380	40692074
NFYC	ENSG00000066136	1	40691648	40771603
MIR30E	ENSG00000198974	1	40754355	40754446
MIR30C1	ENSG00000207962	1	40757284	40757372
KCNQ4	ENSG00000117013	1	40783787	40840452
RN7SL326P	ENSG00000264582	1	40804846	40805141
CITED4	ENSG00000179862	1	40861054	40862363
UBE2V1P8	ENSG00000233118	1	40942251	40942515
CTPS1	ENSG00000171793	1	40979300	41012565
SLFNL1-AS1	ENSG00000281207	1	41014590	41043890
SLFNL1	ENSG00000171790	1	41015589	41023237
SCMH1	ENSG00000010803	1	41027202	41242306
RPL23AP17	ENSG00000215893	1	41098638	41099136
SCMH1-DT	ENSG00000235358	1	41242373	41284861
RPL36AP9	ENSG00000213987	1	41264550	41264862
FOXO6	ENSG00000204060	1	41361922	41383590
FOXO6-AS1	ENSG00000229901	1	41375004	41375669
RNA5SP45	ENSG00000252563	1	41466937	41467028
EDN2	ENSG00000127129	1	41478775	41484683
HIVEP3	ENSG00000127124	1	41506365	42035925
HNRNPFP1	ENSG00000227538	1	42040597	42041729
GUCA2B	ENSG00000044012	1	42153410	42155820
GUCA2A	ENSG00000197273	1	42162690	42164745
FOXJ3	ENSG00000198815	1	42176539	42335877
RIMKLA	ENSG00000177181	1	42380792	42424232
ZMYND12	ENSG00000066185	1	42430329	42456253
PPCS	ENSG00000127125	1	42456117	42473385
CCDC30	ENSG00000186409	1	42463221	42657190
RPS3AP11	ENSG00000230116	1	42491739	42492493
TMSB4XP1	ENSG00000236876	1	42500205	42500339
RNU6-536P	ENSG00000200254	1	42569033	42569139
PPIH	ENSG00000171960	1	42658335	42676758
YBX1	ENSG00000065978	1	42682418	42703805
CLDN19	ENSG00000164007	1	42733093	42740254
P3H1	ENSG00000117385	1	42746335	42767084
C1orf50	ENSG00000164008	1	42767245	42779491
C1orf50-AS1	ENSG00000228452	1	42775813	42776790
TMEM269	ENSG00000274386	1	42784991	42816619
SVBP	ENSG00000177868	1	42807052	42817397
ERMAP	ENSG00000164010	1	42817122	42844991
ZNF691-DT	ENSG00000228192	1	42832522	42846427
ZNF691	ENSG00000164011	1	42846573	42852477
MKRN8P	ENSG00000237090	1	42891094	42892430
ATP6V1E1P1	ENSG00000225099	1	42903232	42903912
SLC2A1	ENSG00000117394	1	42925353	42958893
ATP6V0CP4	ENSG00000284138	1	42952202	42952641
SLC2A1-DT	ENSG00000227533	1	42959049	42996814
RNU6-880P	ENSG00000207256	1	42991438	42991544
U6	ENSG00000283136	1	43023549	43023637
FAM183A	ENSG00000186973	1	43145153	43156396
EBNA1BP2	ENSG00000117395	1	43164175	43270936
MIR6733	ENSG00000284410	1	43171652	43171712
CFAP57	ENSG00000243710	1	43172330	43254358
RNA5SP46	ENSG00000199240	1	43196417	43196536
TMEM125	ENSG00000179178	1	43269983	43274002
C1orf210	ENSG00000253313	1	43281877	43285617
TIE1	ENSG00000066056	1	43300982	43323108
MPL	ENSG00000117400	1	43337818	43354466
CDC20-DT	ENSG00000234694	1	43354684	43358676
CDC20	ENSG00000117399	1	43358981	43363203
ELOVL1	ENSG00000066322	1	43363398	43368074
MIR6734	ENSG00000283836	1	43364648	43364715
MED8	ENSG00000159479	1	43383917	43389808
MED8-AS1	ENSG00000229431	1	43385113	43389155
SZT2	ENSG00000198198	1	43389882	43454247
SZT2-AS1	ENSG00000229372	1	43447776	43448644
MIR6735	ENSG00000274975	1	43448539	43448611
HYI	ENSG00000178922	1	43450989	43453989
HYI-AS1	ENSG00000229348	1	43453927	43456995
PTPRF	ENSG00000142949	1	43525187	43623666
KDM4A	ENSG00000066135	1	43650149	43705518
KDM4A-AS1	ENSG00000236200	1	43685123	43708138
ST3GAL3	ENSG00000126091	1	43705824	43931165
ST3GAL3-AS1	ENSG00000229444	1	43709392	43727343
U6	ENSG00000283414	1	43716467	43716556
MIR6079	ENSG00000283477	1	43838622	43838683
SHMT1P1	ENSG00000224751	1	43850300	43851611
ARTN	ENSG00000117407	1	43933320	43937240
LINC02918	ENSG00000237950	1	43937918	43940781
IPO13	ENSG00000117408	1	43946950	43968022
DPH2	ENSG00000132768	1	43970000	43973369
ATP6V0B	ENSG00000117410	1	43974487	43978295
B4GALT2	ENSG00000117411	1	43978943	43991170
CCDC24	ENSG00000159214	1	43991359	43996528
SLC6A9	ENSG00000196517	1	43991500	44031467
KRT8P47	ENSG00000271647	1	44103306	44104703
