ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
14090	"ENSG00000122565.14"	"CBX3"	chr7	+	26242199	26242369	26242199	26242229	26242590	26242642	14090	31,18	125,85	6,10	5,8	197	99	2.74272607446e-05	0.00404932389934	0.111,0.096	0.376,0.386	-0.277
26817	"ENSG00000087365.10"	"SF3B2"	chr11	+	65825758	65825956	65825758	65825876	65826300	65826516	26817	99,46	307,200	8,9	101,95	178	99	2.72751585384e-05	0.00404932389934	0.152,0.113	0.042,0.05	0.087
24906	"ENSG00000134697.8"	"GNL2"	chr1	-	38040218	38040424	38040265	38040424	38039943	38040057	24906	35,12	26,299	0,0	81,125	145	99	2.82672925593e-05	0.00413856719145	0.479,0.027	0.0,0.0	0.253
3763	"ENSG00000154723.8"	"ATP5J"	chr21	-	27107163	27107341	27107299	27107341	27101941	27102112	3763	55,866	2,60	604,884	16,20	197	99	2.90731335186e-05	0.00422137093213	0.933,0.879	0.95,0.957	-0.047
28033	"ENSG00000146909.3"	"NOM1"	chr7	+	156756551	156756771	156756551	156756720	156758963	156759118	28033	70,37	52,26	1,1	12,10	149	99	2.96405441458e-05	0.00426848131228	0.472,0.486	0.052,0.062	0.422
12252	"ENSG00000122026.6"	"RPL21"	chr13	+	27829378	27829491	27829378	27829486	27830320	27830471	12252	6192,4680	75,112	6648,5013	61,41	103	99	3.02663044821e-05	0.00428829599553	0.988,0.976	0.991,0.992	-0.01
5955	"ENSG00000086061.11"	"DNAJA1"	chr9	+	33025272	33025479	33025272	33025381	33026472	33026614	5955	60,23	869,398	0,0	150,153	196	99	3.01991600253e-05	0.00428829599553	0.034,0.028	0.0,0.0	0.031
6527	"ENSG00000000419.8"	"DPM1"	chr20	-	49562273	49562502	49562376	49562502	49558567	49558663	6527	362,164	44,14	85,78	0,0	197	99	3.10020876085e-05	0.00435740541755	0.805,0.855	1.0,1.0	-0.17
15942	"ENSG00000160752.10"	"FDPS"	chr1	+	155288702	155288911	155288702	155288719	155289401	155289479	15942	27,14	567,210	11,7	624,573	197	99	3.16711844935e-05	0.00441611936799	0.023,0.032	0.009,0.006	0.02
26291	"ENSG00000146731.6"	"CCT6A"	chr7	+	56120042	56120267	56120042	56120178	56122061	56122097	26291	57,19	460,283	1,0	110,88	187	99	3.38275802669e-05	0.00467965950952	0.062,0.034	0.005,0.0	0.045
22811	"ENSG00000104859.10"	"CLASRP"	chr19	+	45555328	45555571	45555328	45555426	45556048	45556150	22811	21,11	119,59	1,2	74,83	197	99	3.44498341851e-05	0.00472850888123	0.081,0.086	0.007,0.012	0.074
3762	"ENSG00000154723.8"	"ATP5J"	chr21	-	27107163	27107341	27107249	27107341	27101941	27102112	3762	55,866	3,41	604,884	11,11	184	99	3.6302962898e-05	0.00494423841205	0.908,0.919	0.967,0.977	-0.058
1411	"ENSG00000025156.8"	"HSF2"	chr6	+	122743294	122743466	122743294	122743443	122743862	122744102	1411	21,5	124,25	0,0	47,63	121	99	3.67884176133e-05	0.00497181314652	0.122,0.141	0.0,0.0	0.132
16410	"ENSG00000169251.8"	"NMD3"	chr3	+	160967241	160967480	160967241	160967348	160968043	160968114	16410	26,8	393,231	0,1	277,242	197	99	4.08301161607e-05	0.00547591076967	0.032,0.017	0.0,0.002	0.024
3510	"ENSG00000197111.11"	"PCBP2"	chr12	+	53861004	53861229	53861004	53861077	53861588	53861627	3510	21,39	746,480	7,8	410,654	197	99	4.23130098923e-05	0.00563179750604	0.014,0.039	0.009,0.006	0.019
444	"ENSG00000087191.8"	"PSMC5"	chr17	+	61907211	61907406	61907211	61907309	61907492	61907549	444	55,23	327,273	1,2	88,104	195	99	4.40122204878e-05	0.00579315204909	0.079,0.041	0.006,0.01	0.052
7931	"ENSG00000119777.14"	"TMEM214"	chr2	+	27259944	27260168	27259944	27260046	27260428	27260532	7931	30,27	372,371	5,4	256,247	197	99	4.41847785633e-05	0.00579315204909	0.039,0.035	0.01,0.008	0.028
172	"ENSG00000168385.13"	"SEPT2"	chr2	+	242285580	242285767	242285580	242285664	242287548	242287606	172	40,21	277,177	3,3	115,126	197	99	4.61005855636e-05	0.00591197947275	0.068,0.056	0.013,0.012	0.05
28067	"ENSG00000130177.10"	"CDC16"	chr13	+	115024809	115025039	115024809	115024873	115027361	115027423	28067	11,21	38,29	7,6	76,61	197	99	4.57622271473e-05	0.00591197947275	0.127,0.267	0.044,0.047	0.152
7694	"ENSG00000105698.11"	"USF2"	chr19	+	35761985	35762186	35761985	35762044	35769600	35769695	7694	48,17	389,170	1,1	98,94	197	99	4.58006282301e-05	0.00591197947275	0.058,0.048	0.005,0.005	0.048
16276	"ENSG00000118900.10"	"UBN1"	chr16	+	4920844	4921051	4920844	4920973	4921155	4921302	16276	63,24	269,167	0,0	46,40	176	99	5.01826823869e-05	0.00634287443781	0.116,0.075	0.0,0.0	0.096
9851	"ENSG00000078618.15"	"NRD1"	chr1	-	52256138	52256321	52256204	52256321	52255239	52255329	9851	8,2	15,140	0,0	172,262	164	99	4.98968772176e-05	0.00634287443781	0.244,0.009	0.0,0.0	0.127
5466	"ENSG00000182944.13"	"EWSR1"	chr22	+	29692228	29692468	29692228	29692358	29693816	29693879	5466	78,36	762,446	0,0	99,79	197	99	5.28561675882e-05	0.00663307148826	0.049,0.039	0.0,0.0	0.044
24279	"ENSG00000105821.10"	"DNAJC2"	chr7	-	102962957	102963241	102963149	102963241	102962378	102962528	24279	82,814	20,7	221,331	0,0	197	99	5.37776390735e-05	0.00669994722584	0.673,0.983	1.0,1.0	-0.172
3719	"ENSG00000108344.10"	"PSMD3"	chr17	+	38151428	38151607	38151428	38151548	38151676	38151876	3719	99,36	806,405	1,1	100,93	157	99	5.45331238713e-05	0.00669994722584	0.072,0.053	0.006,0.007	0.056
7985	"ENSG00000114209.10"	"PDCD10"	chr3	-	167413383	167413551	167413460	167413551	167405402	167405481	7985	339,215	14,10	201,202	0,0	175	99	5.42344184143e-05	0.00669994722584	0.932,0.924	1.0,1.0	-0.072
6376	"ENSG00000131504.11"	"DIAPH1"	chr5	-	140960204	140960450	140960310	140960450	140958654	140958763	6376	4,3	31,33	0,0	95,187	197	99	6.2421095118e-05	0.00761580708422	0.061,0.044	0.0,0.0	0.052
7276	"ENSG00000105193.4"	"RPS16"	chr19	-	39926246	39926348	39926297	39926348	39924304	39924401	7276	4127,4404	163,239	3800,2797	108,71	149	99	6.31116431679e-05	0.00764695488839	0.944,0.924	0.959,0.963	-0.027
23112	"ENSG00000037474.10"	"NSUN2"	chr5	-	6602486	6602706	6602573	6602706	6599351	6600345	23112	6,6	66,59	0,0	101,134	185	99	6.53254673726e-05	0.00786098038541	0.046,0.052	0.0,0.0	0.049
25322	"ENSG00000071539.9"	"TRIP13"	chr5	+	914579	914813	914579	914692	916018	916088	25322	17,16	80,46	0,0	31,38	197	99	6.6604223889e-05	0.00794160686078	0.096,0.149	0.0,0.0	0.122
28373	"ENSG00000113141.11"	"IK"	chr5	+	140038899	140038972	140038899	140038918	140039340	140039419	28373	8,3	31,23	0,0	55,51	152	99	6.68995284533e-05	0.00794160686078	0.144,0.078	0.0,0.0	0.111
10764	"ENSG00000137106.13"	"GRHPR"	chr9	+	37430507	37430731	37430507	37430643	37432004	37432135	10764	26,33	225,182	16,11	286,233	186	99	7.23213946137e-05	0.00852761464408	0.058,0.088	0.029,0.025	0.046
28207	"ENSG00000115234.6"	"SNX17"	chr2	+	27598972	27599083	27598972	27599050	27599179	27599254	28207	4,2	3,6	1,0	37,50	131	99	7.49805646217e-05	0.00878222359892	0.502,0.201	0.02,0.0	0.342
16157	"ENSG00000203875.6"	"SNHG5"	chr6	-	86387512	86387750	86387671	86387750	86387141	86387210	16157	1098,1448	35,165	1195,1073	36,28	197	99	7.7349636857e-05	0.0089997070857	0.94,0.815	0.943,0.951	-0.07
17659	"ENSG00000119689.10"	"DLST"	chr14	+	75357758	75358002	75357758	75357870	75359536	75359689	17659	24,25	69,28	8,6	65,55	197	99	7.9086275755e-05	0.0091412288075	0.149,0.31	0.058,0.052	0.174
4585	"ENSG00000145425.5"	"RPS3A"	chr4	+	152024148	152024319	152024148	152024193	152025328	152025438	4585	6813,3912	103,100	1609,1869	13,15	197	99	8.25645268071e-05	0.00948089000963	0.971,0.952	0.984,0.984	-0.022
25753	"ENSG00000125755.14"	"SYMPK"	chr19	-	46330671	46330881	46330767	46330881	46329483	46329631	25753	4,0	6,1	0,0	35,46	194	99	8.34232399477e-05	0.00951729157559	0.254,0.0	0.0,0.0	0.127
20293	"ENSG00000183207.8"	"RUVBL2"	chr19	+	49517827	49518027	49517827	49517860	49518277	49518447	20293	22,9	320,143	0,1	152,174	197	99	8.57505268275e-05	0.00965737824252	0.033,0.031	0.0,0.003	0.03
5333	"ENSG00000142230.7"	"SAE1"	chr19	+	47646728	47646931	47646728	47646862	47653458	47653632	5333	24,11	118,231	1,1	105,112	167	99	8.56747173457e-05	0.00965737824252	0.108,0.027	0.006,0.005	0.062
18964	"ENSG00000234741.3"	"GAS5"	chr1	-	173834366	173834685	173834647	173834685	173833812	173833842	18964	2514,3022	23,54	1889,1254	9,4	197	99	9.09916386651e-05	0.0101823700618	0.982,0.966	0.991,0.994	-0.018
16465	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16342640	16343017	16342640	16342728	16343498	16343567	16465	417,695	4514,5082	342,270	4726,3711	197	99	9.48368046088e-05	0.0105454925327	0.044,0.064	0.035,0.035	0.019
23414	"ENSG00000092201.5"	"SUPT16H"	chr14	-	21821478	21821724	21821646	21821724	21819637	21820977	23414	15,5	48,163	0,0	83,102	197	99	9.83590010034e-05	0.0108683603058	0.136,0.015	0.0,0.0	0.076
20063	"ENSG00000185359.8"	"HGS"	chr17	+	79657703	79657883	79657703	79657772	79658476	79658601	20063	35,14	78,60	1,2	40,35	197	99	0.000102094949269	0.0112106635232	0.184,0.105	0.012,0.028	0.124
19861	"ENSG00000096746.13"	"HNRNPH3"	chr10	+	70098259	70098444	70098259	70098399	70098862	70098983	19861	1476,756	54,37	159,200	0,0	143	99	0.000103588825256	0.01130405013	0.95,0.934	1.0,1.0	-0.058
4788	"ENSG00000124333.10"	"VAMP7"	chrX	+	155119120	155119366	155119120	155119275	155125285	155125343	4788	26,6	87,52	2,2	64,65	189	99	0.000107231125434	0.0116292817454	0.135,0.057	0.016,0.016	0.08
22415	"ENSG00000237649.3"	"KIFC1"	chr6	+	33374576	33374767	33374576	33374652	33377422	33377701	22415	2,69	8,82	9,12	50,86	197	99	0.000114539618419	0.0123456843927	0.112,0.297	0.083,0.066	0.13
24925	"ENSG00000176393.6"	"RNPEP"	chr1	+	201958510	201958704	201958510	201958659	201965274	201965391	24925	30,11	146,142	14,8	254,226	143	99	0.000117420908789	0.0125790728446	0.125,0.051	0.037,0.024	0.057
24081	"ENSG00000113810.11"	"SMC4"	chr3	+	160131260	160131485	160131260	160131401	160132154	160132303	24081	8,11	207,132	2,3	329,306	182	99	0.000118863045905	0.0125820374825	0.021,0.043	0.003,0.005	0.028
27140	"ENSG00000167862.5"	"ICT1"	chr17	+	73016582	73016811	73016582	73016752	73017015	73017356	27140	15,10	185,112	0,0	96,103	157	99	0.000118880882355	0.0125820374825	0.049,0.053	0.0,0.0	0.051
1384	"ENSG00000157456.3"	"CCNB2"	chr15	+	59409426	59409567	59409426	59409513	59415715	59415799	1384	494,265	15,9	262,264	0,0	152	99	0.000120657785109	0.0126936324945	0.955,0.95	1.0,1.0	-0.048
21600	"ENSG00000143774.12"	"GUK1"	chr1	+	228333211	228333350	228333211	228333325	228333726	228333768	21600	34,37	548,384	16,9	504,364	123	99	0.00012177130835	0.0127345245024	0.048,0.072	0.025,0.02	0.037
12849	"ENSG00000143748.13"	"NVL"	chr1	-	224481900	224482113	224481968	224482113	224477185	224477435	12849	4,2	5,7	0,0	30,33	166	99	0.000125607059949	0.0130579315754	0.323,0.146	0.0,0.0	0.234
26129	"ENSG00000148303.12"	"RPL7A"	chr9	+	136217025	136217247	136217025	136217174	136217451	136217550	26129	92,177	5562,4232	56,39	5547,4411	171	99	0.000126448448176	0.0130680752118	0.009,0.024	0.006,0.005	0.011
15278	"ENSG00000134440.7"	"NARS"	chr18	-	55269972	55270175	55270043	55270175	55269586	55269718	15278	20,14	463,267	0,0	219,219	169	99	0.000137304236679	0.0138209598464	0.025,0.03	0.0,0.0	0.028
17408	"ENSG00000164611.8"	"PTTG1"	chr5	+	159854721	159854965	159854721	159854880	159855608	159855711	17408	80,46	0,756	2,2	148,235	183	99	0.000137666797946	0.0138209598464	1.0,0.032	0.007,0.005	0.51
18160	"ENSG00000108107.8"	"RPL28"	chr19	+	55897937	55898061	55897937	55898042	55899297	55899416	18160	6035,5878	205,157	5857,3966	114,63	117	99	0.000135628365734	0.0138209598464	0.961,0.969	0.978,0.982	-0.015
19378	"ENSG00000134375.6"	"TIMM17A"	chr1	+	201924618	201924800	201924618	201924680	201926408	201926508	19378	54,41	642,275	0,0	73,68	197	99	0.000134655985783	0.0138209598464	0.041,0.07	0.0,0.0	0.056
28404	"ENSG00000166197.12"	"NOLC1"	chr10	+	103912151	103912364	103912151	103912287	103916775	103916831	28404	30,10	161,0	1,0	148,206	175	99	0.000137411169835	0.0138209598464	0.095,1.0	0.004,0.0	0.545
4440	"ENSG00000156261.8"	"CCT8"	chr21	-	30434648	30434896	30434810	30434896	30434448	30434564	4440	1971,1081	21,17	835,862	0,0	197	99	0.000143770760249	0.014270669417	0.979,0.97	1.0,1.0	-0.026
6389	"ENSG00000099341.7"	"PSMD8"	chr19	+	38871538	38871746	38871538	38871639	38872756	38872877	6389	45,19	1023,533	0,0	313,327	197	99	0.000143339710141	0.014270669417	0.022,0.018	0.0,0.0	0.02
3720	"ENSG00000108344.10"	"PSMD3"	chr17	+	38144935	38145174	38144935	38145072	38145991	38146405	3720	58,19	458,321	0,0	81,75	197	99	0.000150355602335	0.0147897982381	0.06,0.029	0.0,0.0	0.044
7680	"ENSG00000198380.8"	"GFPT1"	chr2	-	69556762	69556930	69556815	69556930	69556428	69556556	7680	25,10	380,489	0,0	256,251	151	99	0.000150684380706	0.0147897982381	0.041,0.013	0.0,0.0	0.027
17261	"ENSG00000127314.13"	"RAP1B"	chr12	+	69004704	69004832	69004704	69004823	69047891	69048032	17261	7,1	12,9	10,15	2,2	107	99	0.000152989198408	0.0148870563571	0.351,0.093	0.822,0.874	-0.626
24672	"ENSG00000116337.11"	"AMPD2"	chr1	+	110172854	110173061	110172854	110173028	110173304	110173415	24672	29,5	20,19	0,1	29,27	131	99	0.000153369981253	0.0148870563571	0.523,0.166	0.0,0.027	0.331
26602	"ENSG00000168894.5"	"RNF181"	chr2	+	85823641	85823857	85823641	85823772	85823944	85824054	26602	63,39	450,221	1,2	65,80	183	99	0.000165117542293	0.0159392862667	0.07,0.087	0.008,0.013	0.068
26234	"ENSG00000111364.11"	"DDX55"	chr12	+	124093226	124093465	124093226	124093376	124094485	124094675	26234	61,19	184,96	0,1	32,35	187	99	0.000168472470442	0.016174277777	0.149,0.095	0.0,0.015	0.114
2026	"ENSG00000256269.2"	"HMBS"	chr11	+	118958696	118958860	118958696	118958788	118958964	118958997	2026	45,103	230,527	42,44	403,454	170	99	0.0001742450112	0.0166375576183	0.102,0.102	0.057,0.053	0.047
10952	"ENSG00000070756.9"	"PABPC1"	chr8	-	101730314	101730508	101730458	101730508	101730000	101730116	10952	4626,2311	45,30	6129,5212	35,23	197	99	0.000180213591658	0.0171144464424	0.981,0.975	0.989,0.991	-0.012
8843	"ENSG00000174780.11"	"SRP72"	chr4	+	57357596	57357817	57357596	57357734	57361522	57361560	8843	23,18	466,280	0,1	169,186	181	99	0.000182173006789	0.0172075137434	0.026,0.034	0.0,0.003	0.028
3721	"ENSG00000108344.10"	"PSMD3"	chr17	+	38151676	38151876	38151676	38151780	38152435	38152591	3721	2,49	232,853	7,7	455,620	194	99	0.000183732290331	0.0172619925606	0.004,0.028	0.008,0.006	0.009
22613	"ENSG00000137955.11"	"RABGGTB"	chr1	+	76255636	76255959	76255636	76255742	76256969	76257022	22613	155,100	218,118	60,56	141,147	197	99	0.00018602472014	0.0173844058944	0.263,0.299	0.176,0.161	0.113
7691	"ENSG00000105698.11"	"USF2"	chr19	+	35761985	35762193	35761985	35762044	35769600	35769695	7691	45,19	389,170	1,1	88,84	197	99	0.000192720016428	0.0179148040668	0.055,0.053	0.006,0.006	0.048
19867	"ENSG00000096746.13"	"HNRNPH3"	chr10	+	70091852	70091982	70091852	70091973	70096955	70097090	19867	27,53	228,224	21,16	272,240	107	99	0.000203412888724	0.0187107907958	0.099,0.18	0.067,0.058	0.077
7809	"ENSG00000111481.5"	"COPZ1"	chr12	+	54741783	54741835	54741783	54741823	54744259	54744374	7809	543,229	99,36	63,66	23,27	110	99	0.000203340037443	0.0187107907958	0.832,0.851	0.711,0.688	0.142
23937	"ENSG00000117410.9"	"ATP6V0B"	chr1	+	44441471	44441646	44441471	44441520	44441761	44441845	23937	58,62	107,220	17,10	106,83	197	99	0.00021428735062	0.0196084086617	0.214,0.124	0.075,0.057	0.103
20420	"ENSG00000100462.11"	"PRMT5"	chr14	-	23393177	23393392	23393216	23393392	23392259	23392369	20420	8,2	100,63	0,0	163,171	137	99	0.000221332188124	0.0201481099127	0.055,0.022	0.0,0.0	0.038
25653	"ENSG00000114867.15"	"EIF4G1"	chr3	+	184046678	184046923	184046678	184046778	184049053	184049152	25653	0,31	11,274	2,3	110,154	197	99	0.000223495093852	0.0202401304324	0.0,0.054	0.009,0.01	0.018
17895	"ENSG00000123983.9"	"ACSL3"	chr2	+	223791734	223791960	223791734	223791907	223793579	223793654	17895	17,15	424,319	5,3	461,351	151	99	0.000229643903509	0.0206903268756	0.026,0.03	0.007,0.006	0.021
20627	"ENSG00000175110.7"	"MRPS22"	chr3	+	139069020	139069902	139069020	139069164	139071488	139071634	20627	108,75	16,11	88,74	2,1	197	99	0.000231275861233	0.0207310490102	0.772,0.774	0.957,0.974	-0.193
15951	"ENSG00000160752.10"	"FDPS"	chr1	+	155282045	155282195	155282045	155282186	155287731	155287812	15951	38,14	370,109	12,10	299,262	107	99	0.000240626860886	0.0214597630401	0.087,0.106	0.036,0.034	0.061
27156	"ENSG00000025800.9"	"KPNA6"	chr1	+	32626180	32626398	32626180	32626304	32627547	32627647	27156	30,10	104,55	1,2	44,51	192	99	0.000246850818873	0.0219036466504	0.129,0.086	0.012,0.02	0.091
25467	"ENSG00000100028.7"	"SNRPD3"	chr22	+	24951974	24952196	24951974	24952025	24953624	24954054	25467	568,893	10,27	391,391	27,21	197	99	0.000254763060853	0.0224921216891	0.966,0.943	0.879,0.903	0.063
13440	"ENSG00000142945.8"	"KIF2C"	chr1	+	45228216	45228426	45228216	45228330	45232497	45232601	13440	63,19	1358,747	5,4	489,544	194	99	0.000259250284358	0.0225510279828	0.023,0.013	0.005,0.004	0.013
4018	"ENSG00000055130.11"	"CUL1"	chr7	+	148495028	148495252	148495028	148495111	148495663	148495795	4018	0,11	51,91	2,2	192,234	197	99	0.00025928098654	0.0225510279828	0.0,0.057	0.005,0.004	0.024
4770	"ENSG00000126561.12"	"STAT5A"	chr17	+	40461394	40461600	40461394	40461502	40462524	40463958	4770	3,12	65,39	4,4	118,176	196	99	0.000257991340364	0.0225510279828	0.023,0.135	0.017,0.011	0.065
11329	"ENSG00000136877.10"	"FPGS"	chr9	+	130569864	130570054	130569864	130569967	130570512	130570590	11329	24,15	25,37	9,7	58,47	185	99	0.000286189982497	0.0247688266133	0.339,0.178	0.077,0.074	0.183
27014	"ENSG00000171824.9"	"EXOSC10"	chr1	-	11142590	11142825	11142744	11142825	11141138	11141295	27014	15,8	95,75	5,3	147,124	197	99	0.000290771540725	0.0250419862696	0.074,0.051	0.017,0.012	0.048
7098	"ENSG00000011295.11"	"TTC19"	chr17	+	15903431	15903696	15903431	15903559	15905228	15905339	7098	15,13	34,28	6,4	57,40	197	99	0.000298629112099	0.0255932432706	0.181,0.189	0.05,0.048	0.136
14036	"ENSG00000182093.10"	"WRB"	chr21	+	40762623	40763402	40762623	40762789	40763694	40763762	14036	35,35	77,54	17,9	73,60	197	99	0.000304959475491	0.0257588126197	0.186,0.246	0.105,0.07	0.129
23847	"ENSG00000105671.7"	"DDX49"	chr19	+	19035431	19035586	19035431	19035508	19035690	19035788	23847	68,22	198,89	1,1	32,33	176	99	0.000302586283765	0.0257588126197	0.162,0.122	0.017,0.017	0.125
27451	"ENSG00000204469.8"	"PRRC2A"	chr6	+	31592905	31593142	31592905	31593091	31593236	31593274	27451	18,8	237,122	0,0	88,119	149	99	0.00030375161058	0.0257588126197	0.048,0.042	0.0,0.0	0.045
13025	"ENSG00000204564.7"	"C6orf136"	chr6	+	30618770	30618877	30618770	30618859	30619042	30619243	13025	31,35	259,189	13,9	234,164	116	99	0.000310362499513	0.0260897548036	0.093,0.136	0.045,0.045	0.07
5244	"ENSG00000011258.11"	"MBTD1"	chr17	-	49270018	49270377	49270142	49270377	49269476	49269641	5244	16,6	15,8	0,0	10,13	197	99	0.000315630392168	0.0264062398095	0.349,0.274	0.0,0.0	0.311
19522	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993106	49993347	49993106	49993169	49993488	49993554	19522	4032,5184	181,175	3679,3302	96,69	197	99	0.000318781286901	0.0265434522728	0.918,0.937	0.951,0.96	-0.028
4370	"ENSG00000129351.13"	"ILF3"	chr19	+	10799225	10799464	10799225	10799354	10799854	10800522	4370	42,19	397,220	1,0	90,76	197	99	0.000320741890789	0.0265807277324	0.05,0.042	0.006,0.0	0.043
201	"ENSG00000110321.11"	"EIF4G2"	chr11	-	10825833	10826562	10826459	10826562	10825683	10825750	201	142,159	10,0	242,281	0,0	197	99	0.000322992322958	0.0266415592584	0.877,1.0	1.0,1.0	-0.061
16007	"ENSG00000106105.9"	"GARS"	chr7	+	30661944	30662176	30661944	30662078	30665849	30665935	16007	36,22	1060,417	2,2	397,355	196	99	0.00035221412408	0.0289161212428	0.017,0.026	0.003,0.003	0.018
15241	"ENSG00000101361.10"	"NOP56"	chr20	+	2636783	2636962	2636783	2636860	2637046	2637195	15241	156,85	355,204	8,11	55,65	197	99	0.000354729257744	0.02898715502	0.181,0.173	0.068,0.078	0.104
16705	"ENSG00000144224.12"	"UBXN4"	chr2	+	136537752	136537989	136537752	136537955	136540318	136542625	16705	25,13	302,164	0,0	70,100	132	99	0.000362384253356	0.0294755969778	0.058,0.056	0.0,0.0	0.057
18797	"ENSG00000126883.12"	"NUP214"	chr9	+	134103680	134103875	134103680	134103718	134106016	134106156	18797	30,25	36,187	1,1	24,59	197	99	0.000364614598817	0.0295203404913	0.295,0.063	0.021,0.008	0.164
26075	"ENSG00000088325.11"	"TPX2"	chr20	+	30358145	30358333	30358145	30358274	30359362	30359485	26075	30,16	409,204	0,0	92,93	157	99	0.000366994999993	0.0295767667655	0.044,0.047	0.0,0.0	0.045
17909	"ENSG00000124702.13"	"KLHDC3"	chr6	+	42986370	42986500	42986370	42986457	42986600	42986709	17909	8,13	127,14	1,1	73,89	141	99	0.000381194329026	0.0305808363774	0.042,0.395	0.01,0.008	0.209
10782	"ENSG00000111581.5"	"NUP107"	chr12	+	69128487	69128716	69128487	69128613	69129010	69129124	10782	9,15	247,279	3,1	401,385	197	99	0.000388263948996	0.03086610552	0.018,0.026	0.004,0.001	0.019
3571	"ENSG00000116691.6"	"MIIP"	chr1	+	12091322	12091550	12091322	12091460	12091778	12092102	3571	26,12	191,92	1,0	59,66	188	99	0.000388236691318	0.03086610552	0.067,0.064	0.009,0.0	0.061
26597	"ENSG00000111669.10"	"TPI1"	chr12	+	6978421	6978609	6978421	6978554	6978851	6978937	26597	13,35	1311,459	7,7	1066,1101	153	99	0.000391747121767	0.0310027260465	0.006,0.047	0.004,0.004	0.022
23567	"ENSG00000168522.8"	"FNTA"	chr8	+	42932358	42935584	42932358	42932507	42938260	42938323	23567	37,50	55,77	23,15	76,64	197	99	0.000414649822812	0.0326680840223	0.253,0.246	0.132,0.105	0.131
16716	"ENSG00000041357.11"	"PSMA4"	chr15	+	78834518	78834987	78834518	78834561	78836531	78836609	16716	387,464	13,29	669,586	12,11	197	99	0.000429676026738	0.0337007951507	0.937,0.889	0.966,0.964	-0.052
26078	"ENSG00000088325.11"	"TPX2"	chr20	+	30385206	30385392	30385206	30385318	30386167	30386355	26078	29,14	505,269	2,3	240,214	172	99	0.000434373250944	0.0339177939815	0.032,0.029	0.005,0.008	0.024
16090	"ENSG00000175390.8"	"EIF3F"	chr11	+	8013327	8013518	8013327	8013398	8013630	8013710	16090	45,68	942,689	24,15	714,477	197	99	0.000439578682024	0.0341723799313	0.023,0.047	0.017,0.016	0.019
